T,P_plus,P_minus,e_plus,e_minus,w_plus,w_minus,s_plus,s_minus
45.4106750488282,105022529.679255,130886824.941995,85932942.2922241,51683555.7494588,190955471.971479,182570380.691453,4205078.91076609,4020428.6890395
45.679636257395,106163742.154378,131977879.114155,89444441.4618094,54981006.739017,195608183.616187,186958885.853172,4282183.87526576,4092827.81469851
45.9485974659618,107326050.493725,133088535.006932,93020264.3318029,58342014.2028177,200346314.825527,191430549.209749,4360230.09071046,4166189.17895416
46.2175586745287,108509464.734054,134219052.317879,96660441.1216631,61767331.1920194,205169905.855717,195986383.509899,4439217.77647703,4240517.87527416
46.4865198830955,109714163.733261,135369691.890797,100365510.350713,65257744.8317467,210079674.083975,200627436.722543,4519150.84192292,4315819.66914029
46.7554810916624,110940466.515807,136540716.216818,104136432.560606,68814039.8370305,215076899.076413,205354756.053849,4600036.25998057,4392100.16493411
47.0244423002292,112188676.13816,137732389.273231,107974119.122335,72436998.4317666,220162795.260495,210169387.704998,4681880.60668358,4469364.81474518
47.2934035087961,113459042.497095,138944976.449645,111879318.475979,76127408.6611453,225338360.973074,215072385.11079,4764689.17025223,4547619.10538177
47.5623647173629,114751808.462255,140178744.767446,115852757.830609,79886065.6237651,230604566.292865,220064810.391211,4848467.06871779,4626868.57094364
47.8313259259297,116067232.72503,141433962.484378,119895215.911244,83713767.8454162,235962448.636273,225147730.329794,4933219.80385111,4707118.73935375
48.1002871344966,117405582.972681,142710899.67942,124007500.773163,87611318.6688504,241413083.745844,230322218.34827,5018953.09609958,4788375.12436213
48.3692483430634,118767126.203936,144009827.504238,128190421.711539,91579524.6844777,246957547.915475,235589352.188715,5105672.69250024,4870643.24036766
48.6382095516303,120152128.015656,145331019.071898,132444789.613797,95619198.5545612,252596917.629453,240950217.626459,5193384.38263701,4953928.60588121
48.9071707601971,121560854.413359,146674748.446236,136771415.351468,99731155.8001756,258332269.764828,246405904.246412,5282093.92608648,5038236.73955627
49.176131968764,122993574.82711,148041291.749185,141171108.687332,103916218.063918,264164683.514442,251957509.813103,5371806.86927782,5123573.15889005
49.4450931773308,124450560.039161,149430925.988789,145644679.098121,108175209.640529,270095239.137282,257606135.629318,5462528.67726937,5209943.38124394
49.7140543858976,125932082.19699,150843930.261393,150192940.687868,112508961.104085,276125022.884859,263352891.365478,5554264.82338474,5297352.9242954
49.9830155944645,127438415.09889,152280584.555542,154816713.167863,116918305.708269,282255128.266753,269198890.263811,5647020.79116207,5385807.3057877
50.2519768030313,128969833.258711,153741170.905733,159516820.272731,121404082.840486,288486653.531443,275145253.746219,5740802.10125103,5475312.04337521
50.5209380115982,130526613.673626,155225972.314227,164294100.588556,125967134.790251,294820714.262182,281193107.104478,5835614.42132995,5565872.65468589
50.789899220165,132109034.081657,156735273.724311,169149396.790596,130608309.672345,301258430.872253,287343583.396655,5931463.45627491,5657494.65739119
51.0588604287319,133717374.184682,158269361.176999,174083557.498602,135328458.89544,307800931.683283,293597820.072439,6028354.914017,5750183.56917702
51.3278216372987,135351915.3273,159828522.503591,179097436.299498,140128439.234554,314449351.626798,299956961.738145,6126294.5049365,5843944.90764674
51.5967828458655,137012939.790481,161413046.800316,184191886.778883,145009111.257276,321204826.569364,306422158.057592,6225287.88372463,5938784.19036294
51.8657440544324,138700732.200302,163023224.774347,189367762.114933,149971340.378256,328068494.315235,312994565.152603,6325340.55745746,6034706.93514623
52.1347052629992,140415577.781622,164659348.585059,194625915.993968,155015996.379981,335041493.77559,319675344.96504,6426458.00791242,6131718.66002074
52.4036664715661,142157763.898042,166321711.811833,199967207.815051,160143953.259574,342124971.713093,326465665.071407,6528645.70540722,6229824.88218852
52.6726276801329,143927579.151813,168010609.67624,205392500.355827,165356089.888652,349320079.50764,333366699.564892,6631909.11492866,6329031.11790838
52.9415888886998,145725313.382952,169726338.635118,210902666.001381,170653288.983731,356627979.384333,340379627.61885,6736253.81229704,6429342.88595865
53.2105500972666,147551258.608475,171469196.963778,216498594.165619,176036438.940431,364049852.774094,347505635.904208,6841685.57071214,6530765.70916949
53.4795113058334,149405707.461551,173239484.009625,222181176.129471,181506430.966643,371586883.591022,354745914.976268,6948210.16410815,6633305.10305282
53.7484725144003,151288955.023228,175037501.080656,227951303.870103,187064161.240237,379240258.893331,362101662.320893,7055833.24384091,6736966.56660454
54.0174337229671,153201297.36399,176863550.437727,233809869.707118,192710529.888092,387011167.071108,369574080.325819,7164560.41280493,6841755.61857241
54.286394931534,155143032.102201,178717936.406214,239757768.465543,198446446.803909,394900800.567744,377164383.210123,7274397.23310212,6947677.8424294
54.5553561401008,157114458.740741,180600964.192649,245795898.02397,204272821.891739,402910356.764711,384873786.084388,7385349.21722795,7054738.77395275
54.8243173486677,159115877.486957,182512941.066586,251925157.790021,210190557.711189,411041035.276978,392703498.777775,7497421.86719473,7162943.70377683
55.0932785572345,161147590.942732,184454175.20002,258146452.623575,216200565.591782,419294043.566307,400654740.791802,7610620.65468463,7272298.03233196
55.3622397658013,163209902.42845,186424976.907322,264460689.73554,222303818.231456,427670592.16399,408728795.138777,7724951.05512068,7382808.15512449
55.6312009743682,165303117.174372,188425657.554529,270868792.950379,228501307.20447,436171910.124751,416926964.758999,7840418.7400047,7494480.75341498
55.900162182935,167427542.018232,190456530.853852,277371700.058747,234793999.193436,444799242.076978,425250530.047288,7957029.54556912,7607321.93846992
56.1691233915019,169583484.761573,192517911.809763,283970347.757294,241182848.079137,453553832.518868,433700759.8889,8074789.23712887,7721337.52352223
56.4380846000687,171771255.641325,194610117.174333,290665668.668835,247668800.346594,462436924.31016,442278917.520927,8193703.37733308,7836533.0926315
56.7070458086356,173991165.508277,196733464.935883,297458595.360855,254252798.08262,471449760.869132,450986263.018503,8313777.49499697,7952914.08281654
56.9760070172024,176243527.343348,198888274.702371,304350066.572549,260935791.472963,480593593.915898,459824066.175334,8435017.11452069,8070485.98949695
57.2449682257692,178528655.368458,201074867.542134,311341024.63319,267718738.022405,489869680.001648,468793605.564539,8557427.75764106,8189254.36109369
57.5139294343361,180846865.020865,203293565.946023,318432414.887321,274602597.553886,499279279.908186,477896163.499909,8681014.93520919,8309224.71189816
57.7828906429029,183198473.888065,205544694.049146,325625188.003209,281588332.353494,508823661.891274,487133026.40264,8805784.13863427,8430402.51290014
58.0518518514698,185583800.162596,207828577.190379,332920298.499937,288676905.783662,518504098.662532,496505482.974041,8931740.8945304,8552793.19073527
58.3208130600366,188003164.439024,210145542.476661,340318721.655382,295869282.724783,528321886.094406,506014825.201444,9058890.96385819,8676402.10579606
58.5897742686035,190456888.290705,212495918.07654,347821440.674743,303166434.158208,538278328.965448,515662352.234748,9187240.19392593,8801234.66885019
58.8587354771703,192945294.885128,214880034.10614,355429434.312553,310569343.911651,548374729.197681,525449378.017792,9316794.27398424,8927296.41181022
